"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"06.11.2017 10:30 - 06.11.2017 11:00","41556","N/A"
"06.11.2017 11:00 - 06.11.2017 11:30","41456","N/A"
"06.11.2017 11:30 - 06.11.2017 12:00","41505","N/A"
"06.11.2017 12:00 - 06.11.2017 12:30","41647","N/A"
"06.11.2017 12:30 - 06.11.2017 13:00","42113","N/A"
"06.11.2017 13:00 - 06.11.2017 13:30","42318","N/A"
"06.11.2017 13:30 - 06.11.2017 14:00","41857","N/A"
"06.11.2017 14:00 - 06.11.2017 14:30","41437","N/A"
"06.11.2017 14:30 - 06.11.2017 15:00","41825","N/A"
"06.11.2017 15:00 - 06.11.2017 15:30","41971","N/A"
"06.11.2017 15:30 - 06.11.2017 16:00","42060","N/A"
"06.11.2017 16:00 - 06.11.2017 16:30","42730","N/A"
"06.11.2017 16:30 - 06.11.2017 17:00","43696","N/A"
"06.11.2017 17:00 - 06.11.2017 17:30","45453","N/A"
"06.11.2017 17:30 - 06.11.2017 18:00","47371","N/A"
"06.11.2017 18:00 - 06.11.2017 18:30","47887","N/A"
"06.11.2017 18:30 - 06.11.2017 19:00","47321","N/A"
"06.11.2017 19:00 - 06.11.2017 19:30","46668","N/A"
"06.11.2017 19:30 - 06.11.2017 20:00","46077","N/A"
"06.11.2017 20:00 - 06.11.2017 20:30","45285","N/A"
"06.11.2017 20:30 - 06.11.2017 21:00","43867","N/A"
"06.11.2017 21:00 - 06.11.2017 21:30","42194","N/A"
"06.11.2017 21:30 - 06.11.2017 22:00","40312","N/A"
"06.11.2017 22:00 - 06.11.2017 22:30","38020","N/A"
"06.11.2017 22:30 - 06.11.2017 23:00","35513","N/A"
"06.11.2017 23:00 - 06.11.2017 23:30","33294","N/A"
"06.11.2017 23:30 - 07.11.2017 00:00","31104","N/A"
"07.11.2017 00:00 - 07.11.2017 00:30","29061","N/A"
"07.11.2017 00:30 - 07.11.2017 01:00","28361","N/A"
"07.11.2017 01:00 - 07.11.2017 01:30","29388","N/A"
"07.11.2017 01:30 - 07.11.2017 02:00","29381","N/A"
"07.11.2017 02:00 - 07.11.2017 02:30","28792","N/A"
"07.11.2017 02:30 - 07.11.2017 03:00","28021","N/A"
"07.11.2017 03:00 - 07.11.2017 03:30","27502","N/A"
"07.11.2017 03:30 - 07.11.2017 04:00","27206","N/A"
"07.11.2017 04:00 - 07.11.2017 04:30","26770","N/A"
"07.11.2017 04:30 - 07.11.2017 05:00","26370","N/A"
"07.11.2017 05:00 - 07.11.2017 05:30","26316","N/A"
"07.11.2017 05:30 - 07.11.2017 06:00","26858","N/A"
"07.11.2017 06:00 - 07.11.2017 06:30","27865","N/A"
"07.11.2017 06:30 - 07.11.2017 07:00","30009","N/A"
"07.11.2017 07:00 - 07.11.2017 07:30","33364","N/A"
"07.11.2017 07:30 - 07.11.2017 08:00","37097","N/A"
"07.11.2017 08:00 - 07.11.2017 08:30","39567","N/A"
"07.11.2017 08:30 - 07.11.2017 09:00","40434","N/A"
"07.11.2017 09:00 - 07.11.2017 09:30","41036","N/A"
"07.11.2017 09:30 - 07.11.2017 10:00","41595","N/A"
"07.11.2017 10:00 - 07.11.2017 10:30","42142","N/A"
"07.11.2017 10:30 - 07.11.2017 11:00","42458","N/A"
"07.11.2017 11:00 - 07.11.2017 11:30","43050","N/A"
"07.11.2017 11:30 - 07.11.2017 12:00","43618","N/A"
"07.11.2017 12:00 - 07.11.2017 12:30","43584","N/A"
"07.11.2017 12:30 - 07.11.2017 13:00","43591","N/A"
"07.11.2017 13:00 - 07.11.2017 13:30","43569","N/A"
"07.11.2017 13:30 - 07.11.2017 14:00","43311","N/A"
"07.11.2017 14:00 - 07.11.2017 14:30","43038","N/A"
"07.11.2017 14:30 - 07.11.2017 15:00","43073","N/A"
"07.11.2017 15:00 - 07.11.2017 15:30","43295","N/A"
"07.11.2017 15:30 - 07.11.2017 16:00","43373","N/A"
"07.11.2017 16:00 - 07.11.2017 16:30","43922","N/A"
"07.11.2017 16:30 - 07.11.2017 17:00","45243","N/A"
"07.11.2017 17:00 - 07.11.2017 17:30","47095","N/A"
"07.11.2017 17:30 - 07.11.2017 18:00","48658","N/A"
"07.11.2017 18:00 - 07.11.2017 18:30","48852","N/A"
"07.11.2017 18:30 - 07.11.2017 19:00","48430","N/A"
"07.11.2017 19:00 - 07.11.2017 19:30","48039","N/A"
"07.11.2017 19:30 - 07.11.2017 20:00","47336","N/A"
"07.11.2017 20:00 - 07.11.2017 20:30","46291","N/A"
"07.11.2017 20:30 - 07.11.2017 21:00","45006","N/A"
"07.11.2017 21:00 - 07.11.2017 21:30","43374","N/A"
"07.11.2017 21:30 - 07.11.2017 22:00","41345","N/A"
"07.11.2017 22:00 - 07.11.2017 22:30","39122","N/A"
"07.11.2017 22:30 - 07.11.2017 23:00","36796","N/A"
"07.11.2017 23:00 - 07.11.2017 23:30","34603","N/A"
"07.11.2017 23:30 - 08.11.2017 00:00","32319","N/A"
"08.11.2017 00:00 - 08.11.2017 00:30","30384","N/A"
"08.11.2017 00:30 - 08.11.2017 01:00","29432","N/A"
"08.11.2017 01:00 - 08.11.2017 01:30","28685","N/A"
"08.11.2017 01:30 - 08.11.2017 02:00","28466","N/A"
"08.11.2017 02:00 - 08.11.2017 02:30","27865","N/A"
"08.11.2017 02:30 - 08.11.2017 03:00","27218","N/A"
"08.11.2017 03:00 - 08.11.2017 03:30","26904","N/A"
"08.11.2017 03:30 - 08.11.2017 04:00","26675","N/A"
"08.11.2017 04:00 - 08.11.2017 04:30","26326","N/A"
"08.11.2017 04:30 - 08.11.2017 05:00","26114","N/A"
"08.11.2017 05:00 - 08.11.2017 05:30","26177","N/A"
"08.11.2017 05:30 - 08.11.2017 06:00","26787","N/A"
"08.11.2017 06:00 - 08.11.2017 06:30","28008","N/A"
"08.11.2017 06:30 - 08.11.2017 07:00","30701","N/A"
"08.11.2017 07:00 - 08.11.2017 07:30","34551","N/A"
"08.11.2017 07:30 - 08.11.2017 08:00","38290","N/A"
"08.11.2017 08:00 - 08.11.2017 08:30","40972","N/A"
"08.11.2017 08:30 - 08.11.2017 09:00","41752","N/A"
"08.11.2017 09:00 - 08.11.2017 09:30","41913","N/A"
"08.11.2017 09:30 - 08.11.2017 10:00","42100","N/A"
"08.11.2017 10:00 - 08.11.2017 10:30","42334","N/A"
"08.11.2017 10:30 - 08.11.2017 11:00","42098","N/A"
"08.11.2017 11:00 - 08.11.2017 11:30","41995","N/A"
"08.11.2017 11:30 - 08.11.2017 12:00","42195","N/A"
"08.11.2017 12:00 - 08.11.2017 12:30","42428","N/A"
"08.11.2017 12:30 - 08.11.2017 13:00","42846","N/A"
"08.11.2017 13:00 - 08.11.2017 13:30","43055","N/A"
"08.11.2017 13:30 - 08.11.2017 14:00","42771","N/A"
"08.11.2017 14:00 - 08.11.2017 14:30","42263","N/A"
"08.11.2017 14:30 - 08.11.2017 15:00","42234","N/A"
"08.11.2017 15:00 - 08.11.2017 15:30","42073","N/A"
"08.11.2017 15:30 - 08.11.2017 16:00","41901","N/A"
"08.11.2017 16:00 - 08.11.2017 16:30","42234","N/A"
"08.11.2017 16:30 - 08.11.2017 17:00","43234","N/A"
"08.11.2017 17:00 - 08.11.2017 17:30","45417","N/A"
"08.11.2017 17:30 - 08.11.2017 18:00","47809","N/A"
"08.11.2017 18:00 - 08.11.2017 18:30","48643","N/A"
"08.11.2017 18:30 - 08.11.2017 19:00","48157","N/A"
"08.11.2017 19:00 - 08.11.2017 19:30","47530","N/A"
"08.11.2017 19:30 - 08.11.2017 20:00","46822","N/A"
"08.11.2017 20:00 - 08.11.2017 20:30","45813","N/A"
"08.11.2017 20:30 - 08.11.2017 21:00","44534","N/A"
"08.11.2017 21:00 - 08.11.2017 21:30","43012","N/A"
"08.11.2017 21:30 - 08.11.2017 22:00","41128","N/A"
"08.11.2017 22:00 - 08.11.2017 22:30","38942","N/A"
"08.11.2017 22:30 - 08.11.2017 23:00","36558","N/A"
"08.11.2017 23:00 - 08.11.2017 23:30","34403","N/A"
"08.11.2017 23:30 - 09.11.2017 00:00","32347","N/A"
"09.11.2017 00:00 - 09.11.2017 00:30","30530","N/A"
"09.11.2017 00:30 - 09.11.2017 01:00","28880","N/A"
"09.11.2017 01:00 - 09.11.2017 01:30","28377","N/A"
"09.11.2017 01:30 - 09.11.2017 02:00","28173","N/A"
"09.11.2017 02:00 - 09.11.2017 02:30","27556","N/A"
"09.11.2017 02:30 - 09.11.2017 03:00","26873","N/A"
"09.11.2017 03:00 - 09.11.2017 03:30","26561","N/A"
"09.11.2017 03:30 - 09.11.2017 04:00","26356","N/A"
"09.11.2017 04:00 - 09.11.2017 04:30","26057","N/A"
"09.11.2017 04:30 - 09.11.2017 05:00","25603","N/A"
"09.11.2017 05:00 - 09.11.2017 05:30","25548","N/A"
"09.11.2017 05:30 - 09.11.2017 06:00","26229","N/A"
"09.11.2017 06:00 - 09.11.2017 06:30","27396","N/A"
"09.11.2017 06:30 - 09.11.2017 07:00","29739","N/A"
"09.11.2017 07:00 - 09.11.2017 07:30","33207","N/A"
"09.11.2017 07:30 - 09.11.2017 08:00","36707","N/A"
"09.11.2017 08:00 - 09.11.2017 08:30","39204","N/A"
"09.11.2017 08:30 - 09.11.2017 09:00","40426","N/A"
"09.11.2017 09:00 - 09.11.2017 09:30","41104","N/A"
"09.11.2017 09:30 - 09.11.2017 10:00","41434","N/A"
"09.11.2017 10:00 - 09.11.2017 10:30","41757","N/A"
"09.11.2017 10:30 - 09.11.2017 11:00","41897","N/A"
"09.11.2017 11:00 - 09.11.2017 11:30","41894","N/A"
"09.11.2017 11:30 - 09.11.2017 12:00","41911","N/A"
"09.11.2017 12:00 - 09.11.2017 12:30","41800","N/A"
"09.11.2017 12:30 - 09.11.2017 13:00","41815","N/A"
"09.11.2017 13:00 - 09.11.2017 13:30","41811","N/A"
"09.11.2017 13:30 - 09.11.2017 14:00","41808","N/A"
"09.11.2017 14:00 - 09.11.2017 14:30","41769","N/A"
"09.11.2017 14:30 - 09.11.2017 15:00","41915","N/A"
"09.11.2017 15:00 - 09.11.2017 15:30","41896","N/A"
"09.11.2017 15:30 - 09.11.2017 16:00","41798","N/A"
"09.11.2017 16:00 - 09.11.2017 16:30","42290","N/A"
"09.11.2017 16:30 - 09.11.2017 17:00","43182","N/A"
"09.11.2017 17:00 - 09.11.2017 17:30","44834","N/A"
"09.11.2017 17:30 - 09.11.2017 18:00","47016","N/A"
"09.11.2017 18:00 - 09.11.2017 18:30","47978","N/A"
"09.11.2017 18:30 - 09.11.2017 19:00","47560","N/A"
"09.11.2017 19:00 - 09.11.2017 19:30","46915","N/A"
"09.11.2017 19:30 - 09.11.2017 20:00","46271","N/A"
"09.11.2017 20:00 - 09.11.2017 20:30","45306","N/A"
"09.11.2017 20:30 - 09.11.2017 21:00","43857","N/A"
"09.11.2017 21:00 - 09.11.2017 21:30","42286","N/A"
"09.11.2017 21:30 - 09.11.2017 22:00","40441","N/A"
"09.11.2017 22:00 - 09.11.2017 22:30","38399","N/A"
"09.11.2017 22:30 - 09.11.2017 23:00","36150","N/A"
"09.11.2017 23:00 - 09.11.2017 23:30","33953","N/A"
"09.11.2017 23:30 - 10.11.2017 00:00","31883","N/A"
"10.11.2017 00:00 - 10.11.2017 00:30","30088","N/A"
"10.11.2017 00:30 - 10.11.2017 01:00","28835","N/A"
"10.11.2017 01:00 - 10.11.2017 01:30","28370","N/A"
"10.11.2017 01:30 - 10.11.2017 02:00","28204","N/A"
"10.11.2017 02:00 - 10.11.2017 02:30","27458","N/A"
"10.11.2017 02:30 - 10.11.2017 03:00","26721","N/A"
"10.11.2017 03:00 - 10.11.2017 03:30","26413","N/A"
"10.11.2017 03:30 - 10.11.2017 04:00","26027","N/A"
"10.11.2017 04:00 - 10.11.2017 04:30","25388","N/A"
"10.11.2017 04:30 - 10.11.2017 05:00","25092","N/A"
"10.11.2017 05:00 - 10.11.2017 05:30","25039","N/A"
"10.11.2017 05:30 - 10.11.2017 06:00","25367","N/A"
"10.11.2017 06:00 - 10.11.2017 06:30","26221","N/A"
"10.11.2017 06:30 - 10.11.2017 07:00","28509","N/A"
"10.11.2017 07:00 - 10.11.2017 07:30","31894","N/A"
"10.11.2017 07:30 - 10.11.2017 08:00","35521","N/A"
"10.11.2017 08:00 - 10.11.2017 08:30","38198","N/A"
"10.11.2017 08:30 - 10.11.2017 09:00","39304","N/A"
"10.11.2017 09:00 - 10.11.2017 09:30","39831","N/A"
"10.11.2017 09:30 - 10.11.2017 10:00","40254","N/A"
"10.11.2017 10:00 - 10.11.2017 10:30","41061","N/A"
"10.11.2017 10:30 - 10.11.2017 11:00","41168","N/A"
"10.11.2017 11:00 - 10.11.2017 11:30","40968","N/A"
"10.11.2017 11:30 - 10.11.2017 12:00","41040","N/A"
"10.11.2017 12:00 - 10.11.2017 12:30","41112","N/A"
"10.11.2017 12:30 - 10.11.2017 13:00","41335","N/A"
"10.11.2017 13:00 - 10.11.2017 13:30","41218","N/A"
"10.11.2017 13:30 - 10.11.2017 14:00","41094","N/A"
"10.11.2017 14:00 - 10.11.2017 14:30","40890","N/A"
"10.11.2017 14:30 - 10.11.2017 15:00","40762","N/A"
"10.11.2017 15:00 - 10.11.2017 15:30","40483","N/A"
"10.11.2017 15:30 - 10.11.2017 16:00","40271","N/A"
"10.11.2017 16:00 - 10.11.2017 16:30","40625","N/A"
"10.11.2017 16:30 - 10.11.2017 17:00","41706","N/A"
"10.11.2017 17:00 - 10.11.2017 17:30","44203","N/A"
"10.11.2017 17:30 - 10.11.2017 18:00","46089","N/A"
"10.11.2017 18:00 - 10.11.2017 18:30","46217","N/A"
"10.11.2017 18:30 - 10.11.2017 19:00","45928","N/A"
"10.11.2017 19:00 - 10.11.2017 19:30","45316","N/A"
"10.11.2017 19:30 - 10.11.2017 20:00","44251","N/A"
"10.11.2017 20:00 - 10.11.2017 20:30","43165","N/A"
"10.11.2017 20:30 - 10.11.2017 21:00","41816","N/A"
"10.11.2017 21:00 - 10.11.2017 21:30","40139","N/A"
"10.11.2017 21:30 - 10.11.2017 22:00","38587","N/A"
"10.11.2017 22:00 - 10.11.2017 22:30","36976","N/A"
"10.11.2017 22:30 - 10.11.2017 23:00","35161","N/A"
"10.11.2017 23:00 - 10.11.2017 23:30","33347","N/A"
"10.11.2017 23:30 - 11.11.2017 00:00","31529","N/A"
"11.11.2017 00:00 - 11.11.2017 00:30","29971","N/A"
"11.11.2017 00:30 - 11.11.2017 01:00","29001","N/A"
"11.11.2017 01:00 - 11.11.2017 01:30","28430","N/A"
"11.11.2017 01:30 - 11.11.2017 02:00","28107","N/A"
"11.11.2017 02:00 - 11.11.2017 02:30","27061","N/A"
"11.11.2017 02:30 - 11.11.2017 03:00","25981","N/A"
"11.11.2017 03:00 - 11.11.2017 03:30","25364","N/A"
"11.11.2017 03:30 - 11.11.2017 04:00","24854","N/A"
"11.11.2017 04:00 - 11.11.2017 04:30","24185","N/A"
"11.11.2017 04:30 - 11.11.2017 05:00","23693","N/A"
"11.11.2017 05:00 - 11.11.2017 05:30","23441","N/A"
"11.11.2017 05:30 - 11.11.2017 06:00","23574","N/A"
"11.11.2017 06:00 - 11.11.2017 06:30","24058","N/A"
"11.11.2017 06:30 - 11.11.2017 07:00","25222","N/A"
"11.11.2017 07:00 - 11.11.2017 07:30","26584","N/A"
"11.11.2017 07:30 - 11.11.2017 08:00","27959","N/A"
"11.11.2017 08:00 - 11.11.2017 08:30","29340","N/A"
"11.11.2017 08:30 - 11.11.2017 09:00","30941","N/A"
"11.11.2017 09:00 - 11.11.2017 09:30","33007","N/A"
"11.11.2017 09:30 - 11.11.2017 10:00","34800","N/A"
"11.11.2017 10:00 - 11.11.2017 10:30","36030","N/A"
"11.11.2017 10:30 - 11.11.2017 11:00","36658","N/A"
"11.11.2017 11:00 - 11.11.2017 11:30","37100","N/A"
"11.11.2017 11:30 - 11.11.2017 12:00","37345","N/A"
"11.11.2017 12:00 - 11.11.2017 12:30","37523","N/A"
"11.11.2017 12:30 - 11.11.2017 13:00","37612","N/A"
"11.11.2017 13:00 - 11.11.2017 13:30","37508","N/A"
"11.11.2017 13:30 - 11.11.2017 14:00","37343","N/A"
"11.11.2017 14:00 - 11.11.2017 14:30","36966","N/A"
"11.11.2017 14:30 - 11.11.2017 15:00","36709","N/A"
"11.11.2017 15:00 - 11.11.2017 15:30","36456","N/A"
"11.11.2017 15:30 - 11.11.2017 16:00","36320","N/A"
"11.11.2017 16:00 - 11.11.2017 16:30","36591","N/A"
"11.11.2017 16:30 - 11.11.2017 17:00","37482","N/A"
"11.11.2017 17:00 - 11.11.2017 17:30","39732","N/A"
"11.11.2017 17:30 - 11.11.2017 18:00","41950","N/A"
"11.11.2017 18:00 - 11.11.2017 18:30","42777","N/A"
"11.11.2017 18:30 - 11.11.2017 19:00","42481","N/A"
"11.11.2017 19:00 - 11.11.2017 19:30","41774","N/A"
"11.11.2017 19:30 - 11.11.2017 20:00","40662","N/A"
"11.11.2017 20:00 - 11.11.2017 20:30","39283","N/A"
"11.11.2017 20:30 - 11.11.2017 21:00","38172","N/A"
"11.11.2017 21:00 - 11.11.2017 21:30","37112","N/A"
"11.11.2017 21:30 - 11.11.2017 22:00","35751","N/A"
"11.11.2017 22:00 - 11.11.2017 22:30","34433","N/A"
"11.11.2017 22:30 - 11.11.2017 23:00","32966","N/A"
"11.11.2017 23:00 - 11.11.2017 23:30","31755","N/A"
"11.11.2017 23:30 - 12.11.2017 00:00","30503","N/A"
"12.11.2017 00:00 - 12.11.2017 00:30","29036","N/A"
"12.11.2017 00:30 - 12.11.2017 01:00","28210","N/A"
"12.11.2017 01:00 - 12.11.2017 01:30","29005","N/A"
"12.11.2017 01:30 - 12.11.2017 02:00","28439","N/A"
"12.11.2017 02:00 - 12.11.2017 02:30","27696","N/A"
"12.11.2017 02:30 - 12.11.2017 03:00","26863","N/A"
"12.11.2017 03:00 - 12.11.2017 03:30","26345","N/A"
"12.11.2017 03:30 - 12.11.2017 04:00","26039","N/A"
"12.11.2017 04:00 - 12.11.2017 04:30","25380","N/A"
"12.11.2017 04:30 - 12.11.2017 05:00","24657","N/A"
"12.11.2017 05:00 - 12.11.2017 05:30","24453","N/A"
"12.11.2017 05:30 - 12.11.2017 06:00","24482","N/A"
"12.11.2017 06:00 - 12.11.2017 06:30","24745","N/A"
"12.11.2017 06:30 - 12.11.2017 07:00","25490","N/A"
"12.11.2017 07:00 - 12.11.2017 07:30","26413","N/A"
"12.11.2017 07:30 - 12.11.2017 08:00","27279","N/A"
"12.11.2017 08:00 - 12.11.2017 08:30","28122","N/A"
"12.11.2017 08:30 - 12.11.2017 09:00","29272","N/A"
"12.11.2017 09:00 - 12.11.2017 09:30","31009","N/A"
"12.11.2017 09:30 - 12.11.2017 10:00","32912","N/A"
"12.11.2017 10:00 - 12.11.2017 10:30","34593","N/A"
"12.11.2017 10:30 - 12.11.2017 11:00","35727","N/A"
"12.11.2017 11:00 - 12.11.2017 11:30","36386","N/A"
"12.11.2017 11:30 - 12.11.2017 12:00","36582","N/A"
"12.11.2017 12:00 - 12.11.2017 12:30","36989","N/A"
"12.11.2017 12:30 - 12.11.2017 13:00","37769","N/A"
"12.11.2017 13:00 - 12.11.2017 13:30","38325","N/A"
"12.11.2017 13:30 - 12.11.2017 14:00","38209","N/A"
"12.11.2017 14:00 - 12.11.2017 14:30","37731","N/A"
"12.11.2017 14:30 - 12.11.2017 15:00","37969","N/A"
"12.11.2017 15:00 - 12.11.2017 15:30","38069","N/A"
"12.11.2017 15:30 - 12.11.2017 16:00","38307","N/A"
"12.11.2017 16:00 - 12.11.2017 16:30","38842","N/A"
"12.11.2017 16:30 - 12.11.2017 17:00","40086","N/A"
"12.11.2017 17:00 - 12.11.2017 17:30","42461","N/A"
"12.11.2017 17:30 - 12.11.2017 18:00","44128","N/A"
"12.11.2017 18:00 - 12.11.2017 18:30","44488","N/A"
"12.11.2017 18:30 - 12.11.2017 19:00","44179","N/A"
"12.11.2017 19:00 - 12.11.2017 19:30","43534","N/A"
"12.11.2017 19:30 - 12.11.2017 20:00","42613","N/A"
"12.11.2017 20:00 - 12.11.2017 20:30","41537","N/A"
"12.11.2017 20:30 - 12.11.2017 21:00","40535","N/A"
"12.11.2017 21:00 - 12.11.2017 21:30","39440","N/A"
"12.11.2017 21:30 - 12.11.2017 22:00","37942","N/A"
"12.11.2017 22:00 - 12.11.2017 22:30","36235","N/A"
"12.11.2017 22:30 - 12.11.2017 23:00","34455","N/A"
"12.11.2017 23:00 - 12.11.2017 23:30","32832","N/A"
"12.11.2017 23:30 - 13.11.2017 00:00","30927","N/A"
"13.11.2017 00:00 - 13.11.2017 00:30","29174","N/A"
"13.11.2017 00:30 - 13.11.2017 01:00","28055","N/A"
"13.11.2017 01:00 - 13.11.2017 01:30","27571","N/A"
"13.11.2017 01:30 - 13.11.2017 02:00","27707","N/A"
"13.11.2017 02:00 - 13.11.2017 02:30","27413","N/A"
"13.11.2017 02:30 - 13.11.2017 03:00","26949","N/A"
"13.11.2017 03:00 - 13.11.2017 03:30","26779","N/A"
"13.11.2017 03:30 - 13.11.2017 04:00","26621","N/A"
"13.11.2017 04:00 - 13.11.2017 04:30","26115","N/A"
"13.11.2017 04:30 - 13.11.2017 05:00","25771","N/A"
"13.11.2017 05:00 - 13.11.2017 05:30","25781","N/A"
"13.11.2017 05:30 - 13.11.2017 06:00","26221","N/A"
"13.11.2017 06:00 - 13.11.2017 06:30","27200","N/A"
"13.11.2017 06:30 - 13.11.2017 07:00","29811","N/A"
"13.11.2017 07:00 - 13.11.2017 07:30","33562","N/A"
"13.11.2017 07:30 - 13.11.2017 08:00","37579","N/A"
"13.11.2017 08:00 - 13.11.2017 08:30","40774","N/A"
"13.11.2017 08:30 - 13.11.2017 09:00","42165","N/A"
"13.11.2017 09:00 - 13.11.2017 09:30","43050","N/A"
"13.11.2017 09:30 - 13.11.2017 10:00","43646","N/A"
"13.11.2017 10:00 - 13.11.2017 10:30","44319","N/A"
"13.11.2017 10:30 - 13.11.2017 11:00","44592","N/A"
"13.11.2017 11:00 - 13.11.2017 11:30","44690","N/A"
"13.11.2017 11:30 - 13.11.2017 12:00","45039","N/A"
"13.11.2017 12:00 - 13.11.2017 12:30","45302","N/A"
"13.11.2017 12:30 - 13.11.2017 13:00","45574","N/A"
"13.11.2017 13:00 - 13.11.2017 13:30","45280","N/A"
"13.11.2017 13:30 - 13.11.2017 14:00","44706","N/A"
"13.11.2017 14:00 - 13.11.2017 14:30","44412","N/A"
"13.11.2017 14:30 - 13.11.2017 15:00","44593","N/A"
"13.11.2017 15:00 - 13.11.2017 15:30","44574","N/A"
"13.11.2017 15:30 - 13.11.2017 16:00","44252","N/A"
"13.11.2017 16:00 - 13.11.2017 16:30","44634","N/A"
"13.11.2017 16:30 - 13.11.2017 17:00","46185","N/A"
"13.11.2017 17:00 - 13.11.2017 17:30","48504","N/A"
"13.11.2017 17:30 - 13.11.2017 18:00","50070","N/A"
"13.11.2017 18:00 - 13.11.2017 18:30","50334","N/A"
"13.11.2017 18:30 - 13.11.2017 19:00","50023","N/A"
"13.11.2017 19:00 - 13.11.2017 19:30","49435","N/A"
"13.11.2017 19:30 - 13.11.2017 20:00","48692","N/A"
"13.11.2017 20:00 - 13.11.2017 20:30","47501","N/A"
"13.11.2017 20:30 - 13.11.2017 21:00","46002","N/A"
"13.11.2017 21:00 - 13.11.2017 21:30","44529","N/A"
"13.11.2017 21:30 - 13.11.2017 22:00","42512","N/A"
"13.11.2017 22:00 - 13.11.2017 22:30","40037","N/A"
"13.11.2017 22:30 - 13.11.2017 23:00","37612","N/A"
"13.11.2017 23:00 - 13.11.2017 23:30","35319","N/A"
"13.11.2017 23:30 - 14.11.2017 00:00","32980","N/A"
"14.11.2017 00:00 - 14.11.2017 00:30","30904","N/A"
"14.11.2017 00:30 - 14.11.2017 01:00","29264","N/A"
"14.11.2017 01:00 - 14.11.2017 01:30","28917","N/A"
"14.11.2017 01:30 - 14.11.2017 02:00","28967","N/A"
"14.11.2017 02:00 - 14.11.2017 02:30","28563","N/A"
"14.11.2017 02:30 - 14.11.2017 03:00","28019","N/A"
"14.11.2017 03:00 - 14.11.2017 03:30","27775","N/A"
"14.11.2017 03:30 - 14.11.2017 04:00","27474","N/A"
"14.11.2017 04:00 - 14.11.2017 04:30","27045","N/A"
"14.11.2017 04:30 - 14.11.2017 05:00","26735","N/A"
"14.11.2017 05:00 - 14.11.2017 05:30","26625","N/A"
"14.11.2017 05:30 - 14.11.2017 06:00","27093","N/A"
"14.11.2017 06:00 - 14.11.2017 06:30","28196","N/A"
"14.11.2017 06:30 - 14.11.2017 07:00","30658","N/A"
"14.11.2017 07:00 - 14.11.2017 07:30","34351","N/A"
"14.11.2017 07:30 - 14.11.2017 08:00","38451","N/A"
"14.11.2017 08:00 - 14.11.2017 08:30","41329","N/A"
"14.11.2017 08:30 - 14.11.2017 09:00","42266","N/A"
"14.11.2017 09:00 - 14.11.2017 09:30","42496","N/A"
"14.11.2017 09:30 - 14.11.2017 10:00","42756","N/A"
"14.11.2017 10:00 - 14.11.2017 10:30","43237","N/A"
"14.11.2017 10:30 - 14.11.2017 11:00","43488","N/A"
"14.11.2017 11:00 - 14.11.2017 11:30","43710","N/A"
"14.11.2017 11:30 - 14.11.2017 12:00","43854","N/A"
"14.11.2017 12:00 - 14.11.2017 12:30","43836","N/A"
"14.11.2017 12:30 - 14.11.2017 13:00","43925","N/A"
"14.11.2017 13:00 - 14.11.2017 13:30","43964","N/A"
"14.11.2017 13:30 - 14.11.2017 14:00","43956","N/A"
"14.11.2017 14:00 - 14.11.2017 14:30","43740","N/A"
"14.11.2017 14:30 - 14.11.2017 15:00","43447","N/A"
"14.11.2017 15:00 - 14.11.2017 15:30","43249","N/A"
"14.11.2017 15:30 - 14.11.2017 16:00","42981","N/A"
"14.11.2017 16:00 - 14.11.2017 16:30","43315","N/A"
"14.11.2017 16:30 - 14.11.2017 17:00","44745","N/A"
"14.11.2017 17:00 - 14.11.2017 17:30","46950","N/A"
"14.11.2017 17:30 - 14.11.2017 18:00","48568","N/A"
"14.11.2017 18:00 - 14.11.2017 18:30","48860","N/A"
"14.11.2017 18:30 - 14.11.2017 19:00","48640","N/A"
"14.11.2017 19:00 - 14.11.2017 19:30","48088","N/A"
"14.11.2017 19:30 - 14.11.2017 20:00","47076","N/A"
"14.11.2017 20:00 - 14.11.2017 20:30","45933","N/A"
"14.11.2017 20:30 - 14.11.2017 21:00","44690","N/A"
"14.11.2017 21:00 - 14.11.2017 21:30","43112","N/A"
"14.11.2017 21:30 - 14.11.2017 22:00","41186","N/A"
"14.11.2017 22:00 - 14.11.2017 22:30","38974","N/A"
"14.11.2017 22:30 - 14.11.2017 23:00","36620","N/A"
"14.11.2017 23:00 - 14.11.2017 23:30","34389","N/A"
"14.11.2017 23:30 - 15.11.2017 00:00","32125","N/A"
"15.11.2017 00:00 - 15.11.2017 00:30","30105","N/A"
"15.11.2017 00:30 - 15.11.2017 01:00","28857","N/A"
"15.11.2017 01:00 - 15.11.2017 01:30","28817","N/A"
"15.11.2017 01:30 - 15.11.2017 02:00","28667","N/A"
"15.11.2017 02:00 - 15.11.2017 02:30","27955","N/A"
"15.11.2017 02:30 - 15.11.2017 03:00","27255","N/A"
"15.11.2017 03:00 - 15.11.2017 03:30","26928","N/A"
"15.11.2017 03:30 - 15.11.2017 04:00","26687","N/A"
"15.11.2017 04:00 - 15.11.2017 04:30","26271","N/A"
"15.11.2017 04:30 - 15.11.2017 05:00","25976","N/A"
"15.11.2017 05:00 - 15.11.2017 05:30","25947","N/A"
