"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"25.11.2016 01:00 - 25.11.2016 01:30","33546","35689"
"25.11.2016 01:30 - 25.11.2016 02:00","33618","34502"
"25.11.2016 02:00 - 25.11.2016 02:30","33085","33877"
"25.11.2016 02:30 - 25.11.2016 03:00","32415","33115"
"25.11.2016 03:00 - 25.11.2016 03:30","32185","32281"
"25.11.2016 03:30 - 25.11.2016 04:00","31742","32010"
"25.11.2016 04:00 - 25.11.2016 04:30","30840","31363"
"25.11.2016 04:30 - 25.11.2016 05:00","30127","30759"
"25.11.2016 05:00 - 25.11.2016 05:30","29948","30541"
"25.11.2016 05:30 - 25.11.2016 06:00","30432","30653"
"25.11.2016 06:00 - 25.11.2016 06:30","31378","30535"
"25.11.2016 06:30 - 25.11.2016 07:00","33751","32320"
"25.11.2016 07:00 - 25.11.2016 07:30","37313","35977"
"25.11.2016 07:30 - 25.11.2016 08:00","41348","39421"
"25.11.2016 08:00 - 25.11.2016 08:30","44398","44154"
"25.11.2016 08:30 - 25.11.2016 09:00","45498","45686"
"25.11.2016 09:00 - 25.11.2016 09:30","45886","46948"
"25.11.2016 09:30 - 25.11.2016 10:00","46154","47027"
"25.11.2016 10:00 - 25.11.2016 10:30","46613","47376"
"25.11.2016 10:30 - 25.11.2016 11:00","46545","47107"
"25.11.2016 11:00 - 25.11.2016 11:30","46597","46382"
"25.11.2016 11:30 - 25.11.2016 12:00","46769","46148"
"25.11.2016 12:00 - 25.11.2016 12:30","47003","46076"
"25.11.2016 12:30 - 25.11.2016 13:00","47166","45949"
"25.11.2016 13:00 - 25.11.2016 13:30","46765","46050"
"25.11.2016 13:30 - 25.11.2016 14:00","46488","45826"
"25.11.2016 14:00 - 25.11.2016 14:30","46193","45480"
"25.11.2016 14:30 - 25.11.2016 15:00","46298","45243"
"25.11.2016 15:00 - 25.11.2016 15:30","46457","45081"
"25.11.2016 15:30 - 25.11.2016 16:00","46481","44988"
"25.11.2016 16:00 - 25.11.2016 16:30","46977","44941"
"25.11.2016 16:30 - 25.11.2016 17:00","48244","45869"
"25.11.2016 17:00 - 25.11.2016 17:30","50420","49308"
"25.11.2016 17:30 - 25.11.2016 18:00","52066","51731"
"25.11.2016 18:00 - 25.11.2016 18:30","52242","52329"
"25.11.2016 18:30 - 25.11.2016 19:00","51593","51963"
"25.11.2016 19:00 - 25.11.2016 19:30","50718","51913"
"25.11.2016 19:30 - 25.11.2016 20:00","49907","51196"
"25.11.2016 20:00 - 25.11.2016 20:30","48626","50069"
"25.11.2016 20:30 - 25.11.2016 21:00","47036","48810"
"25.11.2016 21:00 - 25.11.2016 21:30","45348","46977"
"25.11.2016 21:30 - 25.11.2016 22:00","43643","45386"
"25.11.2016 22:00 - 25.11.2016 22:30","41790","43644"
"25.11.2016 22:30 - 25.11.2016 23:00","39733","41691"
"25.11.2016 23:00 - 25.11.2016 23:30","38083","39224"
"25.11.2016 23:30 - 26.11.2016 00:00","36319","37763"
"26.11.2016 00:00 - 26.11.2016 00:30","34556","37365"
"26.11.2016 00:30 - 26.11.2016 01:00","33485","36102"
"26.11.2016 01:00 - 26.11.2016 01:30","33001","35998"
"26.11.2016 01:30 - 26.11.2016 02:00","32795","35401"
"26.11.2016 02:00 - 26.11.2016 02:30","32070","34276"
"26.11.2016 02:30 - 26.11.2016 03:00","31186","32963"
"26.11.2016 03:00 - 26.11.2016 03:30","30778","32021"
"26.11.2016 03:30 - 26.11.2016 04:00","30413","31796"
"26.11.2016 04:00 - 26.11.2016 04:30","29720","31295"
"26.11.2016 04:30 - 26.11.2016 05:00","29121","30578"
"26.11.2016 05:00 - 26.11.2016 05:30","28843","30094"
"26.11.2016 05:30 - 26.11.2016 06:00","29003","29932"
"26.11.2016 06:00 - 26.11.2016 06:30","29375","30377"
"26.11.2016 06:30 - 26.11.2016 07:00","30508","30942"
"26.11.2016 07:00 - 26.11.2016 07:30","32130","33187"
"26.11.2016 07:30 - 26.11.2016 08:00","34024","35310"
"26.11.2016 08:00 - 26.11.2016 08:30","35794","37442"
"26.11.2016 08:30 - 26.11.2016 09:00","37428","38550"
"26.11.2016 09:00 - 26.11.2016 09:30","39369","40773"
"26.11.2016 09:30 - 26.11.2016 10:00","40814","42504"
"26.11.2016 10:00 - 26.11.2016 10:30","41874","44236"
"26.11.2016 10:30 - 26.11.2016 11:00","42390","44865"
"26.11.2016 11:00 - 26.11.2016 11:30","42616","45243"
"26.11.2016 11:30 - 26.11.2016 12:00","42633","45142"
"26.11.2016 12:00 - 26.11.2016 12:30","42781","45208"
"26.11.2016 12:30 - 26.11.2016 13:00","43082","45248"
"26.11.2016 13:00 - 26.11.2016 13:30","43441","45130"
"26.11.2016 13:30 - 26.11.2016 14:00","42887","45008"
"26.11.2016 14:00 - 26.11.2016 14:30","42284","44578"
"26.11.2016 14:30 - 26.11.2016 15:00","42415","44288"
"26.11.2016 15:00 - 26.11.2016 15:30","42398","44102"
"26.11.2016 15:30 - 26.11.2016 16:00","42660","44059"
"26.11.2016 16:00 - 26.11.2016 16:30","43036","44233"
"26.11.2016 16:30 - 26.11.2016 17:00","44159","44839"
"26.11.2016 17:00 - 26.11.2016 17:30","46461","47027"
"26.11.2016 17:30 - 26.11.2016 18:00","48224","49131"
"26.11.2016 18:00 - 26.11.2016 18:30","48737","50234"
"26.11.2016 18:30 - 26.11.2016 19:00","48624","50330"
"26.11.2016 19:00 - 26.11.2016 19:30","47824","49983"
"26.11.2016 19:30 - 26.11.2016 20:00","46680","49177"
"26.11.2016 20:00 - 26.11.2016 20:30","45326","47714"
"26.11.2016 20:30 - 26.11.2016 21:00","44014","46153"
"26.11.2016 21:00 - 26.11.2016 21:30","42615","45100"
"26.11.2016 21:30 - 26.11.2016 22:00","41043","43659"
"26.11.2016 22:00 - 26.11.2016 22:30","39536","42118"
"26.11.2016 22:30 - 26.11.2016 23:00","37992","40678"
"26.11.2016 23:00 - 26.11.2016 23:30","36640","39100"
"26.11.2016 23:30 - 27.11.2016 00:00","35118","38011"
"27.11.2016 00:00 - 27.11.2016 00:30","33573","36349"
"27.11.2016 00:30 - 27.11.2016 01:00","32550","35030"
"27.11.2016 01:00 - 27.11.2016 01:30","32419","35028"
"27.11.2016 01:30 - 27.11.2016 02:00","32501","34295"
"27.11.2016 02:00 - 27.11.2016 02:30","31646","33238"
"27.11.2016 02:30 - 27.11.2016 03:00","30695","32034"
"27.11.2016 03:00 - 27.11.2016 03:30","30159","31146"
"27.11.2016 03:30 - 27.11.2016 04:00","29703","30750"
"27.11.2016 04:00 - 27.11.2016 04:30","29009","30084"
"27.11.2016 04:30 - 27.11.2016 05:00","28369","29123"
"27.11.2016 05:00 - 27.11.2016 05:30","28029","28680"
"27.11.2016 05:30 - 27.11.2016 06:00","27912","28243"
"27.11.2016 06:00 - 27.11.2016 06:30","27985","28079"
"27.11.2016 06:30 - 27.11.2016 07:00","28552","28177"
"27.11.2016 07:00 - 27.11.2016 07:30","29436","29178"
"27.11.2016 07:30 - 27.11.2016 08:00","30487","30153"
"27.11.2016 08:00 - 27.11.2016 08:30","31504","32610"
"27.11.2016 08:30 - 27.11.2016 09:00","32683","33741"
"27.11.2016 09:00 - 27.11.2016 09:30","34751","35498"
"27.11.2016 09:30 - 27.11.2016 10:00","36842","37644"
"27.11.2016 10:00 - 27.11.2016 10:30","38191","39425"
"27.11.2016 10:30 - 27.11.2016 11:00","39279","40887"
"27.11.2016 11:00 - 27.11.2016 11:30","40443","41569"
"27.11.2016 11:30 - 27.11.2016 12:00","40980","42286"
"27.11.2016 12:00 - 27.11.2016 12:30","41491","42975"
"27.11.2016 12:30 - 27.11.2016 13:00","42038","44054"
"27.11.2016 13:00 - 27.11.2016 13:30","42317","44652"
"27.11.2016 13:30 - 27.11.2016 14:00","42116","45160"
"27.11.2016 14:00 - 27.11.2016 14:30","41924","45109"
"27.11.2016 14:30 - 27.11.2016 15:00","42220","44834"
"27.11.2016 15:00 - 27.11.2016 15:30","42433","45134"
"27.11.2016 15:30 - 27.11.2016 16:00","42797","44876"
"27.11.2016 16:00 - 27.11.2016 16:30","43532","45740"
"27.11.2016 16:30 - 27.11.2016 17:00","45080","46435"
"27.11.2016 17:00 - 27.11.2016 17:30","47189","48946"
"27.11.2016 17:30 - 27.11.2016 18:00","48657","50552"
"27.11.2016 18:00 - 27.11.2016 18:30","49049","51129"
"27.11.2016 18:30 - 27.11.2016 19:00","48722","50757"
"27.11.2016 19:00 - 27.11.2016 19:30","47947","50018"
"27.11.2016 19:30 - 27.11.2016 20:00","47044","49167"
"27.11.2016 20:00 - 27.11.2016 20:30","45945","48012"
"27.11.2016 20:30 - 27.11.2016 21:00","44849","46553"
"27.11.2016 21:00 - 27.11.2016 21:30","43545","45726"
"27.11.2016 21:30 - 27.11.2016 22:00","42003","43936"
"27.11.2016 22:00 - 27.11.2016 22:30","40196","42444"
"27.11.2016 22:30 - 27.11.2016 23:00","38128","40509"
"27.11.2016 23:00 - 27.11.2016 23:30","36198","38853"
"27.11.2016 23:30 - 28.11.2016 00:00","34152","37096"
"28.11.2016 00:00 - 28.11.2016 00:30","32215","35074"
"28.11.2016 00:30 - 28.11.2016 01:00","31832","34995"
"28.11.2016 01:00 - 28.11.2016 01:30","32519","33069"
"28.11.2016 01:30 - 28.11.2016 02:00","32219","33064"
"28.11.2016 02:00 - 28.11.2016 02:30","31681","32510"
"28.11.2016 02:30 - 28.11.2016 03:00","30972","31523"
"28.11.2016 03:00 - 28.11.2016 03:30","30611","30986"
"28.11.2016 03:30 - 28.11.2016 04:00","30432","30940"
"28.11.2016 04:00 - 28.11.2016 04:30","30034","30524"
"28.11.2016 04:30 - 28.11.2016 05:00","29582","30146"
"28.11.2016 05:00 - 28.11.2016 05:30","29422","29800"
"28.11.2016 05:30 - 28.11.2016 06:00","29748","29746"
"28.11.2016 06:00 - 28.11.2016 06:30","30575","29272"
"28.11.2016 06:30 - 28.11.2016 07:00","33021","30862"
"28.11.2016 07:00 - 28.11.2016 07:30","36776","35219"
"28.11.2016 07:30 - 28.11.2016 08:00","40906","38939"
"28.11.2016 08:00 - 28.11.2016 08:30","44357","43305"
"28.11.2016 08:30 - 28.11.2016 09:00","45998","45277"
"28.11.2016 09:00 - 28.11.2016 09:30","46729","46624"
"28.11.2016 09:30 - 28.11.2016 10:00","47637","47090"
"28.11.2016 10:00 - 28.11.2016 10:30","48064","47563"
"28.11.2016 10:30 - 28.11.2016 11:00","48508","48074"
"28.11.2016 11:00 - 28.11.2016 11:30","47729","47468"
"28.11.2016 11:30 - 28.11.2016 12:00","48117","47595"
"28.11.2016 12:00 - 28.11.2016 12:30","47938","47744"
"28.11.2016 12:30 - 28.11.2016 13:00","48332","47777"
"28.11.2016 13:00 - 28.11.2016 13:30","48335","47895"
"28.11.2016 13:30 - 28.11.2016 14:00","48574","47797"
"28.11.2016 14:00 - 28.11.2016 14:30","48530","47567"
"28.11.2016 14:30 - 28.11.2016 15:00","47857","47599"
"28.11.2016 15:00 - 28.11.2016 15:30","47761","47662"
"28.11.2016 15:30 - 28.11.2016 16:00","46869","46356"
"28.11.2016 16:00 - 28.11.2016 16:30","47919","48589"
"28.11.2016 16:30 - 28.11.2016 17:00","49607","51174"
"28.11.2016 17:00 - 28.11.2016 17:30","52457","52819"
"28.11.2016 17:30 - 28.11.2016 18:00","54347","54973"
"28.11.2016 18:00 - 28.11.2016 18:30","55090","55370"
"28.11.2016 18:30 - 28.11.2016 19:00","55005","55007"
"28.11.2016 19:00 - 28.11.2016 19:30","54592","54588"
"28.11.2016 19:30 - 28.11.2016 20:00","53568","54174"
"28.11.2016 20:00 - 28.11.2016 20:30","52063","53373"
"28.11.2016 20:30 - 28.11.2016 21:00","50537","52072"
"28.11.2016 21:00 - 28.11.2016 21:30","48840","49910"
"28.11.2016 21:30 - 28.11.2016 22:00","46971","48174"
"28.11.2016 22:00 - 28.11.2016 22:30","44594","44942"
"28.11.2016 22:30 - 28.11.2016 23:00","41913","42783"
"28.11.2016 23:00 - 28.11.2016 23:30","39533","40380"
"28.11.2016 23:30 - 29.11.2016 00:00","37262","38245"
"29.11.2016 00:00 - 29.11.2016 00:30","35009","37752"
"29.11.2016 00:30 - 29.11.2016 01:00","34575","36165"
"29.11.2016 01:00 - 29.11.2016 01:30","34491","36105"
"29.11.2016 01:30 - 29.11.2016 02:00","34343","34923"
"29.11.2016 02:00 - 29.11.2016 02:30","33824","34459"
"29.11.2016 02:30 - 29.11.2016 03:00","33204","33971"
"29.11.2016 03:00 - 29.11.2016 03:30","32990","33461"
"29.11.2016 03:30 - 29.11.2016 04:00","32743","33338"
"29.11.2016 04:00 - 29.11.2016 04:30","32136","32859"
"29.11.2016 04:30 - 29.11.2016 05:00","31581","32286"
"29.11.2016 05:00 - 29.11.2016 05:30","31379","31106"
"29.11.2016 05:30 - 29.11.2016 06:00","31766","31202"
"29.11.2016 06:00 - 29.11.2016 06:30","32829","31580"
"29.11.2016 06:30 - 29.11.2016 07:00","35351","33641"
"29.11.2016 07:00 - 29.11.2016 07:30","39023","38211"
"29.11.2016 07:30 - 29.11.2016 08:00","43331","42039"
"29.11.2016 08:00 - 29.11.2016 08:30","46736","46974"
"29.11.2016 08:30 - 29.11.2016 09:00","48029","48734"
"29.11.2016 09:00 - 29.11.2016 09:30","48521","50060"
"29.11.2016 09:30 - 29.11.2016 10:00","48821","50146"
"29.11.2016 10:00 - 29.11.2016 10:30","49295","50341"
"29.11.2016 10:30 - 29.11.2016 11:00","49041","50086"
"29.11.2016 11:00 - 29.11.2016 11:30","48798","49830"
"29.11.2016 11:30 - 29.11.2016 12:00","48834","51261"
"29.11.2016 12:00 - 29.11.2016 12:30","49103","49370"
"29.11.2016 12:30 - 29.11.2016 13:00","49496","49392"
"29.11.2016 13:00 - 29.11.2016 13:30","49561","49297"
"29.11.2016 13:30 - 29.11.2016 14:00","49645","49202"
"29.11.2016 14:00 - 29.11.2016 14:30","49447","48946"
"29.11.2016 14:30 - 29.11.2016 15:00","49493","48982"
"29.11.2016 15:00 - 29.11.2016 15:30","49364","48913"
"29.11.2016 15:30 - 29.11.2016 16:00","49271","48908"
"29.11.2016 16:00 - 29.11.2016 16:30","49782","49557"
"29.11.2016 16:30 - 29.11.2016 17:00","51460","50509"
"29.11.2016 17:00 - 29.11.2016 17:30","53858","53634"
"29.11.2016 17:30 - 29.11.2016 18:00","55161","55527"
"29.11.2016 18:00 - 29.11.2016 18:30","55302","56113"
"29.11.2016 18:30 - 29.11.2016 19:00","54981","55909"
"29.11.2016 19:00 - 29.11.2016 19:30","54661","55482"
"29.11.2016 19:30 - 29.11.2016 20:00","54005","55140"
"29.11.2016 20:00 - 29.11.2016 20:30","52876","54373"
"29.11.2016 20:30 - 29.11.2016 21:00","51613","53104"
"29.11.2016 21:00 - 29.11.2016 21:30","49857","51533"
"29.11.2016 21:30 - 29.11.2016 22:00","47794","49701"
"29.11.2016 22:00 - 29.11.2016 22:30","45494","46076"
"29.11.2016 22:30 - 29.11.2016 23:00","42948","43916"
"29.11.2016 23:00 - 29.11.2016 23:30","40667","41497"
"29.11.2016 23:30 - 30.11.2016 00:00","38368","39076"
"30.11.2016 00:00 - 30.11.2016 00:30","36206","36039"
"30.11.2016 00:30 - 30.11.2016 01:00","35055","33485"
"30.11.2016 01:00 - 30.11.2016 01:30","34671","33440"
"30.11.2016 01:30 - 30.11.2016 02:00","34483","33178"
"30.11.2016 02:00 - 30.11.2016 02:30","34018","32934"
"30.11.2016 02:30 - 30.11.2016 03:00","33308","32193"
"30.11.2016 03:00 - 30.11.2016 03:30","33077","31824"
"30.11.2016 03:30 - 30.11.2016 04:00","32871","31749"
"30.11.2016 04:00 - 30.11.2016 04:30","32404","31390"
"30.11.2016 04:30 - 30.11.2016 05:00","32139","30967"
"30.11.2016 05:00 - 30.11.2016 05:30","32053","30773"
"30.11.2016 05:30 - 30.11.2016 06:00","32349","30870"
"30.11.2016 06:00 - 30.11.2016 06:30","33417","31541"
"30.11.2016 06:30 - 30.11.2016 07:00","36052","33338"
"30.11.2016 07:00 - 30.11.2016 07:30","39820","37840"
"30.11.2016 07:30 - 30.11.2016 08:00","44316","41982"
"30.11.2016 08:00 - 30.11.2016 08:30","47835","46343"
"30.11.2016 08:30 - 30.11.2016 09:00","49042","47883"
"30.11.2016 09:00 - 30.11.2016 09:30","49341","48803"
"30.11.2016 09:30 - 30.11.2016 10:00","49554","48903"
"30.11.2016 10:00 - 30.11.2016 10:30","50348","49538"
"30.11.2016 10:30 - 30.11.2016 11:00","50479","49527"
"30.11.2016 11:00 - 30.11.2016 11:30","49927","49302"
"30.11.2016 11:30 - 30.11.2016 12:00","49717","48927"
"30.11.2016 12:00 - 30.11.2016 12:30","50013","48726"
"30.11.2016 12:30 - 30.11.2016 13:00","50115","48706"
"30.11.2016 13:00 - 30.11.2016 13:30","50055","48453"
"30.11.2016 13:30 - 30.11.2016 14:00","50236","48291"
"30.11.2016 14:00 - 30.11.2016 14:30","50170","47645"
"30.11.2016 14:30 - 30.11.2016 15:00","50032","47427"
"30.11.2016 15:00 - 30.11.2016 15:30","49606","N/A"
"30.11.2016 15:30 - 30.11.2016 16:00","49431","N/A"
"30.11.2016 16:00 - 30.11.2016 16:30","50067","48098"
"30.11.2016 16:30 - 30.11.2016 17:00","51805","49253"
"30.11.2016 17:00 - 30.11.2016 17:30","54168","52436"
"30.11.2016 17:30 - 30.11.2016 18:00","55483","54402"
"30.11.2016 18:00 - 30.11.2016 18:30","55671","54820"
"30.11.2016 18:30 - 30.11.2016 19:00","55411","54551"
"30.11.2016 19:00 - 30.11.2016 19:30","54827","54698"
"30.11.2016 19:30 - 30.11.2016 20:00","53958","54291"
"30.11.2016 20:00 - 30.11.2016 20:30","52552","53465"
"30.11.2016 20:30 - 30.11.2016 21:00","51003","52285"
"30.11.2016 21:00 - 30.11.2016 21:30","49354","49675"
"30.11.2016 21:30 - 30.11.2016 22:00","47332","48015"
"30.11.2016 22:00 - 30.11.2016 22:30","44936","45390"
"30.11.2016 22:30 - 30.11.2016 23:00","42494","43114"
"30.11.2016 23:00 - 30.11.2016 23:30","40280","40914"
"30.11.2016 23:30 - 01.12.2016 00:00","37858","38652"
"01.12.2016 00:00 - 01.12.2016 00:30","35795","36718"
"01.12.2016 00:30 - 01.12.2016 01:00","34452","35139"
"01.12.2016 01:00 - 01.12.2016 01:30","34253","35077"
"01.12.2016 01:30 - 01.12.2016 02:00","34253","33365"
"01.12.2016 02:00 - 01.12.2016 02:30","33757","33033"
"01.12.2016 02:30 - 01.12.2016 03:00","33177","32237"
"01.12.2016 03:00 - 01.12.2016 03:30","32982","31673"
"01.12.2016 03:30 - 01.12.2016 04:00","32840","31751"
"01.12.2016 04:00 - 01.12.2016 04:30","32403","31138"
"01.12.2016 04:30 - 01.12.2016 05:00","32020","30661"
"01.12.2016 05:00 - 01.12.2016 05:30","31904","30307"
"01.12.2016 05:30 - 01.12.2016 06:00","32286","30537"
"01.12.2016 06:00 - 01.12.2016 06:30","33337","31322"
"01.12.2016 06:30 - 01.12.2016 07:00","35855","33179"
"01.12.2016 07:00 - 01.12.2016 07:30","39503","37796"
"01.12.2016 07:30 - 01.12.2016 08:00","43770","41686"
"01.12.2016 08:00 - 01.12.2016 08:30","47121","45677"
"01.12.2016 08:30 - 01.12.2016 09:00","48366","47311"
"01.12.2016 09:00 - 01.12.2016 09:30","48721","48775"
"01.12.2016 09:30 - 01.12.2016 10:00","48889","48706"
"01.12.2016 10:00 - 01.12.2016 10:30","49259","49528"
"01.12.2016 10:30 - 01.12.2016 11:00","49095","49563"
"01.12.2016 11:00 - 01.12.2016 11:30","48923","48442"
"01.12.2016 11:30 - 01.12.2016 12:00","48877","48130"
"01.12.2016 12:00 - 01.12.2016 12:30","48981","48568"
"01.12.2016 12:30 - 01.12.2016 13:00","49260","48364"
"01.12.2016 13:00 - 01.12.2016 13:30","49168","48387"
"01.12.2016 13:30 - 01.12.2016 14:00","48865","48174"
"01.12.2016 14:00 - 01.12.2016 14:30","48615","48019"
"01.12.2016 14:30 - 01.12.2016 15:00","48700","48042"
"01.12.2016 15:00 - 01.12.2016 15:30","48691","48304"
"01.12.2016 15:30 - 01.12.2016 16:00","48722","48815"
"01.12.2016 16:00 - 01.12.2016 16:30","49359","48823"
"01.12.2016 16:30 - 01.12.2016 17:00","51121","50171"
"01.12.2016 17:00 - 01.12.2016 17:30","53459","52951"
"01.12.2016 17:30 - 01.12.2016 18:00","54667","54687"
"01.12.2016 18:00 - 01.12.2016 18:30","54652","54741"
"01.12.2016 18:30 - 01.12.2016 19:00","54232","54615"
"01.12.2016 19:00 - 01.12.2016 19:30","53840","54309"
"01.12.2016 19:30 - 01.12.2016 20:00","53160","53807"
"01.12.2016 20:00 - 01.12.2016 20:30","51962","52535"
"01.12.2016 20:30 - 01.12.2016 21:00","50633","51332"
"01.12.2016 21:00 - 01.12.2016 21:30","48814","49775"
"01.12.2016 21:30 - 01.12.2016 22:00","46738","48052"
"01.12.2016 22:00 - 01.12.2016 22:30","44494","45798"
"01.12.2016 22:30 - 01.12.2016 23:00","41996","43431"
"01.12.2016 23:00 - 01.12.2016 23:30","39790","41006"
"01.12.2016 23:30 - 02.12.2016 00:00","37558","38978"
"02.12.2016 00:00 - 02.12.2016 00:30","35429","36746"
"02.12.2016 00:30 - 02.12.2016 01:00","34326","35062"
"02.12.2016 01:00 - 02.12.2016 01:30","34342","34988"
"02.12.2016 01:30 - 02.12.2016 02:00","34334","33632"
"02.12.2016 02:00 - 02.12.2016 02:30","33649","33212"
"02.12.2016 02:30 - 02.12.2016 03:00","32831","32432"
"02.12.2016 03:00 - 02.12.2016 03:30","32558","31861"
"02.12.2016 03:30 - 02.12.2016 04:00","32251","31790"
"02.12.2016 04:00 - 02.12.2016 04:30","31684","31861"
"02.12.2016 04:30 - 02.12.2016 05:00","31339","31266"
"02.12.2016 05:00 - 02.12.2016 05:30","31180","30450"
"02.12.2016 05:30 - 02.12.2016 06:00","31414","30483"
"02.12.2016 06:00 - 02.12.2016 06:30","32267","31244"
"02.12.2016 06:30 - 02.12.2016 07:00","34616","32753"
"02.12.2016 07:00 - 02.12.2016 07:30","38113","37176"
"02.12.2016 07:30 - 02.12.2016 08:00","42214","40943"
"02.12.2016 08:00 - 02.12.2016 08:30","45659","45034"
"02.12.2016 08:30 - 02.12.2016 09:00","47193","47003"
"02.12.2016 09:00 - 02.12.2016 09:30","47553","48061"
"02.12.2016 09:30 - 02.12.2016 10:00","47828","48260"
"02.12.2016 10:00 - 02.12.2016 10:30","48455","49474"
"02.12.2016 10:30 - 02.12.2016 11:00","48469","49605"
"02.12.2016 11:00 - 02.12.2016 11:30","48388","49479"
"02.12.2016 11:30 - 02.12.2016 12:00","48296","49587"
"02.12.2016 12:00 - 02.12.2016 12:30","48151","49551"
"02.12.2016 12:30 - 02.12.2016 13:00","48187","49728"
"02.12.2016 13:00 - 02.12.2016 13:30","47999","49656"
"02.12.2016 13:30 - 02.12.2016 14:00","47537","49388"
"02.12.2016 14:00 - 02.12.2016 14:30","47034","48862"
"02.12.2016 14:30 - 02.12.2016 15:00","46795","48616"
"02.12.2016 15:00 - 02.12.2016 15:30","46590","48689"
"02.12.2016 15:30 - 02.12.2016 16:00","46384","48384"
"02.12.2016 16:00 - 02.12.2016 16:30","46746","49239"
"02.12.2016 16:30 - 02.12.2016 17:00","48463","50223"
"02.12.2016 17:00 - 02.12.2016 17:30","50957","52935"
"02.12.2016 17:30 - 02.12.2016 18:00","52373","54374"
"02.12.2016 18:00 - 02.12.2016 18:30","52487","54713"
"02.12.2016 18:30 - 02.12.2016 19:00","51991","54265"
"02.12.2016 19:00 - 02.12.2016 19:30","51329","53442"
"02.12.2016 19:30 - 02.12.2016 20:00","50292","52482"
"02.12.2016 20:00 - 02.12.2016 20:30","48902","51485"
"02.12.2016 20:30 - 02.12.2016 21:00","47606","50155"
"02.12.2016 21:00 - 02.12.2016 21:30","46192","47187"
"02.12.2016 21:30 - 02.12.2016 22:00","44466","45626"
"02.12.2016 22:00 - 02.12.2016 22:30","42422","43417"
"02.12.2016 22:30 - 02.12.2016 23:00","40420","41537"
"02.12.2016 23:00 - 02.12.2016 23:30","38715","39554"
"02.12.2016 23:30 - 03.12.2016 00:00","36863","37644"
"03.12.2016 00:00 - 03.12.2016 00:30","34995","35654"
"03.12.2016 00:30 - 03.12.2016 01:00","33919","34359"
"03.12.2016 01:00 - 03.12.2016 01:30","33931","34242"
"03.12.2016 01:30 - 03.12.2016 02:00","33945","32860"
"03.12.2016 02:00 - 03.12.2016 02:30","33033","32669"
"03.12.2016 02:30 - 03.12.2016 03:00","32148","31406"
"03.12.2016 03:00 - 03.12.2016 03:30","31671","30862"
"03.12.2016 03:30 - 03.12.2016 04:00","31278","30599"
"03.12.2016 04:00 - 03.12.2016 04:30","30592","30018"
"03.12.2016 04:30 - 03.12.2016 05:00","30011","29377"
"03.12.2016 05:00 - 03.12.2016 05:30","29708","28928"
"03.12.2016 05:30 - 03.12.2016 06:00","29738","28729"
"03.12.2016 06:00 - 03.12.2016 06:30","30089","28803"
"03.12.2016 06:30 - 03.12.2016 07:00","31125","29495"
"03.12.2016 07:00 - 03.12.2016 07:30","32553","32059"
"03.12.2016 07:30 - 03.12.2016 08:00","34308","33823"
"03.12.2016 08:00 - 03.12.2016 08:30","35872","35423"
"03.12.2016 08:30 - 03.12.2016 09:00","37430","36905"
"03.12.2016 09:00 - 03.12.2016 09:30","39557","39875"
"03.12.2016 09:30 - 03.12.2016 10:00","41234","42153"
"03.12.2016 10:00 - 03.12.2016 10:30","42394","44284"
"03.12.2016 10:30 - 03.12.2016 11:00","42939","44848"
"03.12.2016 11:00 - 03.12.2016 11:30","43026","45400"
"03.12.2016 11:30 - 03.12.2016 12:00","42909","45588"
"03.12.2016 12:00 - 03.12.2016 12:30","43039","45831"
"03.12.2016 12:30 - 03.12.2016 13:00","43200","46040"
"03.12.2016 13:00 - 03.12.2016 13:30","43039","45995"
"03.12.2016 13:30 - 03.12.2016 14:00","42804","45888"
"03.12.2016 14:00 - 03.12.2016 14:30","42370","45538"
"03.12.2016 14:30 - 03.12.2016 15:00","42161","45319"
"03.12.2016 15:00 - 03.12.2016 15:30","42015","44836"
"03.12.2016 15:30 - 03.12.2016 16:00","42117","44653"
"03.12.2016 16:00 - 03.12.2016 16:30","42552","45311"
"03.12.2016 16:30 - 03.12.2016 17:00","43910","46004"
"03.12.2016 17:00 - 03.12.2016 17:30","46419","48216"
"03.12.2016 17:30 - 03.12.2016 18:00","48231","50150"
"03.12.2016 18:00 - 03.12.2016 18:30","48811","51192"
"03.12.2016 18:30 - 03.12.2016 19:00","48637","51042"
"03.12.2016 19:00 - 03.12.2016 19:30","47990","50518"
"03.12.2016 19:30 - 03.12.2016 20:00","46881","49408"
"03.12.2016 20:00 - 03.12.2016 20:30","45421","46894"
"03.12.2016 20:30 - 03.12.2016 21:00","44168","45239"
"03.12.2016 21:00 - 03.12.2016 21:30","42902","45116"
"03.12.2016 21:30 - 03.12.2016 22:00","41357","43532"
"03.12.2016 22:00 - 03.12.2016 22:30","39841","41852"
"03.12.2016 22:30 - 03.12.2016 23:00","38291","40392"
"03.12.2016 23:00 - 03.12.2016 23:30","37008","37469"
"03.12.2016 23:30 - 04.12.2016 00:00","35632","36505"
"04.12.2016 00:00 - 04.12.2016 00:30","34031","36662"
"04.12.2016 00:30 - 04.12.2016 01:00","33337","35604"
"04.12.2016 01:00 - 04.12.2016 01:30","33509","35564"
"04.12.2016 01:30 - 04.12.2016 02:00","33460","35256"
"04.12.2016 02:00 - 04.12.2016 02:30","32576","34130"
